,Unnamed: 0,label,split,original,cv2_faces,dlib_faces,cv2_new,dlib_new,dlib_new2
50,arlmiizoob.mp4,FAKE,train,meawmsgiti.mp4,1,1,0,0,1
51,arrhsnjqku.mp4,FAKE,train,inkqxytzyu.mp4,3,1,1,1,1
52,asaxgevnnp.mp4,REAL,train,,2,1,0,1,1
53,asdpeebotb.mp4,FAKE,train,znjupdqnwo.mp4,0,0,1,0,1
54,aslsvlvpth.mp4,FAKE,train,jepguaulgf.mp4,1,1,1,1,1
55,asmpfjfzif.mp4,FAKE,train,dzyuwjkjui.mp4,0,1,0,0,1
56,asvcrfdpnq.mp4,FAKE,train,upgerjvcjb.mp4,2,2,2,1,1
57,atkdltyyen.mp4,REAL,train,,2,1,1,1,1
58,atvmxvwyns.mp4,REAL,train,,0,0,1,0,0
59,atxvxouljq.mp4,FAKE,train,wwqiuiwdbz.mp4,3,1,3,1,1
60,atyntldecu.mp4,FAKE,train,mfzqxktxud.mp4,1,1,1,1,1
61,atzdznmder.mp4,FAKE,train,qedsgieuqn.mp4,2,1,0,1,1
62,aufmsmnoye.mp4,FAKE,train,ppdpgwyjgm.mp4,1,1,1,1,1
63,augtsuxpzc.mp4,FAKE,train,ifbdbogiqn.mp4,1,1,1,2,1
64,avfitoutyn.mp4,FAKE,train,mfzqxktxud.mp4,1,1,0,1,1
65,avgiuextiz.mp4,FAKE,train,hyhjfdxqxy.mp4,1,1,0,1,1
66,avibnnhwhp.mp4,FAKE,train,jdubbvfswz.mp4,1,1,0,2,2
67,avmjormvsx.mp4,REAL,train,,2,1,1,1,1
68,avnqydkqjj.mp4,FAKE,train,efwfxwwlbw.mp4,2,1,1,1,1
69,avssvvsdhz.mp4,FAKE,train,gktjowiuqe.mp4,1,1,1,1,1
70,avtycwsgyb.mp4,FAKE,train,qzklcjjxdq.mp4,0,1,1,1,1
71,avvdgsennp.mp4,FAKE,train,gbqrgajyca.mp4,1,0,0,0,0
72,avywawptfc.mp4,FAKE,train,rrcsuwgpnd.mp4,1,1,2,1,1
73,awhmfnnjih.mp4,FAKE,train,xclqbefnvc.mp4,1,1,0,1,1
74,awnwkrqibf.mp4,FAKE,train,cprhtltsjp.mp4,1,1,0,1,1
75,awukslzjra.mp4,FAKE,train,ujzwwfkeia.mp4,1,1,1,1,1
76,axczxisdtb.mp4,FAKE,train,meawmsgiti.mp4,1,1,0,0,1
77,axntxmycwd.mp4,REAL,train,,1,1,0,0,1
78,axoygtekut.mp4,FAKE,train,topyiohccg.mp4,1,1,1,1,1
79,axwgcsyphv.mp4,FAKE,train,mfnowqfdwl.mp4,0,0,1,1,1
80,axwovszumc.mp4,FAKE,train,rvoudrbyac.mp4,0,0,0,0,0
81,aybgughjxh.mp4,REAL,train,,3,1,1,1,1
82,aybumesmpk.mp4,REAL,train,,2,1,0,1,1
83,ayqvfdhslr.mp4,FAKE,train,xxrzzncksa.mp4,0,1,1,1,1
84,aytzyidmgs.mp4,REAL,train,,1,1,1,1,1
85,azpuxunqyo.mp4,FAKE,train,jjyfvzxwwx.mp4,2,1,1,1,1
86,azsmewqghg.mp4,FAKE,train,djxdyjopjd.mp4,1,1,1,1,1
87,bahdpoesir.mp4,FAKE,train,xnhcreiyqg.mp4,1,1,1,1,1
88,bbhpvrmbse.mp4,FAKE,train,imzqmbfugn.mp4,1,2,2,1,1
89,bbhtdfuqxq.mp4,FAKE,train,cpjxareypw.mp4,2,1,1,1,1
90,bbvgxeczei.mp4,FAKE,train,fysyrqfguw.mp4,0,0,0,0,1
91,bchnbulevv.mp4,FAKE,train,iyefnuagav.mp4,1,1,1,1,1
92,bctvsmddgq.mp4,FAKE,train,ybjrqnqnno.mp4,1,1,1,1,1
93,bdbhekrrwo.mp4,FAKE,train,qtnjyomzwo.mp4,4,1,0,1,1
94,bddjdhzfze.mp4,REAL,train,,2,1,0,1,1
95,bdgipnyobr.mp4,FAKE,train,keecvpbncd.mp4,1,1,1,1,1
96,bdnaqemxmr.mp4,REAL,train,,2,1,1,1,1
97,bdxuhamuqx.mp4,FAKE,train,fecysfujzk.mp4,1,1,1,1,1
98,beboztfcme.mp4,REAL,train,,1,1,1,1,1
99,bejhvclboh.mp4,REAL,train,,2,1,1,1,1
100,benmsfzfaz.mp4,FAKE,train,kysxawkest.mp4,1,1,1,1,1
101,beyebyhrph.mp4,REAL,train,,2,1,1,1,1
102,bffwsjxghk.mp4,REAL,train,,2,1,1,1,1
103,bgaogsjehq.mp4,FAKE,train,xzvrgckqkz.mp4,0,0,1,1,1
104,bggsurpgpr.mp4,FAKE,train,gxembgiarp.mp4,2,1,2,1,1
105,bghphrsfxf.mp4,FAKE,train,sgjnvxvcpu.mp4,1,1,1,1,1
106,bgmlwsoamc.mp4,FAKE,train,woshnzbxmc.mp4,2,2,1,1,2
107,bguwlyazau.mp4,FAKE,train,znpdbbsfvj.mp4,2,0,2,0,1
108,bgvhtpzknn.mp4,REAL,train,,1,1,0,1,1
109,bgwmmujlmc.mp4,REAL,train,,3,1,0,1,2
110,bhaaboftbc.mp4,FAKE,train,rlvgtsjyer.mp4,0,0,0,1,1
111,bhbdugnurr.mp4,FAKE,train,vcxckqbaya.mp4,1,1,0,1,1
112,bhpwpydzpo.mp4,FAKE,train,yfsnwkbafm.mp4,1,1,0,1,1
113,bhsluedavd.mp4,FAKE,train,kydlpqfrvv.mp4,2,1,1,1,1
114,bilnggbxgu.mp4,REAL,train,,1,1,1,1,1
115,bjjbwsqjir.mp4,FAKE,train,tdohqkzvbk.mp4,2,1,1,1,1
116,bjkmjilrxp.mp4,FAKE,train,yfsnwkbafm.mp4,1,1,1,1,1
117,bjsmaqefoi.mp4,FAKE,train,mfpgdgsaxg.mp4,1,1,2,1,1
118,bkmdzhfzfh.mp4,FAKE,train,hyuipchisa.mp4,1,1,1,1,1
119,bkvetcojbt.mp4,FAKE,train,ybjrqnqnno.mp4,2,1,1,1,1
120,bkwxhglwct.mp4,FAKE,train,gjypopglvi.mp4,0,1,1,1,1
121,blpchvmhxx.mp4,FAKE,train,xqnykluhws.mp4,2,1,0,1,1
122,blzydqdfem.mp4,FAKE,train,dbtbbhakdv.mp4,1,1,1,1,1
123,bmbbkwmxqj.mp4,FAKE,train,rrcsuwgpnd.mp4,2,1,0,1,1
124,bmehkyanbj.mp4,FAKE,train,ptokilxwcx.mp4,0,1,0,0,0
125,bmhvktyiwp.mp4,FAKE,train,gneufaypol.mp4,1,1,0,1,1
126,bmioepcpsx.mp4,FAKE,train,vmospzljws.mp4,2,1,0,1,1
127,bmjmjmbglm.mp4,FAKE,train,mmhqllmlew.mp4,2,1,1,1,1
128,bmjzrlszhi.mp4,REAL,train,,2,1,1,1,1
129,bnbuonyoje.mp4,FAKE,train,fntskqfxxf.mp4,2,1,1,1,1
130,bndybcqhfr.mp4,FAKE,train,xnfwdpptym.mp4,1,1,0,1,1
131,bnjcdrfuov.mp4,FAKE,train,ellavthztb.mp4,2,1,0,1,1
132,bntlodcfeg.mp4,FAKE,train,ytufbmkdlq.mp4,1,1,1,1,1
133,bofqajtwve.mp4,FAKE,train,dbtbbhakdv.mp4,1,1,1,1,1
134,boovltmuwi.mp4,FAKE,train,sfujxhuyje.mp4,0,1,1,0,1
135,bopqhhalml.mp4,FAKE,train,oesxbvktem.mp4,1,1,0,1,1
136,bourlmzsio.mp4,FAKE,train,bxzakyopjf.mp4,2,1,1,1,1
137,bpapbctoao.mp4,REAL,train,,1,1,1,1,1
138,bpwzipqtxf.mp4,FAKE,train,lmlyvmfbbe.mp4,1,2,2,2,1
139,bpxckdzddv.mp4,FAKE,train,cizlkenljw.mp4,1,1,1,1,1
140,bqdjzqhcft.mp4,FAKE,train,ytufbmkdlq.mp4,1,1,1,1,1
141,bqeiblbxtl.mp4,FAKE,train,iklzfeueid.mp4,1,1,0,1,1
142,bqhtpqmmqp.mp4,FAKE,train,meawmsgiti.mp4,1,1,0,1,1
143,bqkdbcqjvb.mp4,FAKE,train,atvmxvwyns.mp4,0,0,1,0,0
144,bqnymlsayl.mp4,FAKE,train,xagsvjctmp.mp4,2,2,1,1,1
145,bqqpbzjgup.mp4,FAKE,train,djxdyjopjd.mp4,1,1,2,1,1
146,bqtuuwzdtr.mp4,FAKE,train,yagllixjvh.mp4,1,1,1,1,1
147,brhalypwoo.mp4,FAKE,train,uuxqylnzls.mp4,0,1,0,1,1
148,brvqtabyxj.mp4,FAKE,train,ywvlvpvroj.mp4,1,1,0,1,1
149,brwrlczjvi.mp4,REAL,train,,1,1,1,1,1
150,bseamdrpbj.mp4,FAKE,train,fdcttsvjwf.mp4,1,1,1,1,1
151,bsfmwclnqy.mp4,FAKE,train,ubplsigbvj.mp4,1,1,1,1,1
152,bsqgziaylx.mp4,FAKE,train,brwrlczjvi.mp4,1,1,0,1,1
153,btiysiskpf.mp4,FAKE,train,gxhcuxulhi.mp4,2,1,1,1,1
154,btjlfpzbdu.mp4,FAKE,train,drcyabprvt.mp4,3,1,3,2,1
155,btjwbtsgln.mp4,FAKE,train,xwcggrygwl.mp4,1,1,2,1,1
156,btmsngnqhv.mp4,FAKE,train,crezycjqyk.mp4,1,1,1,1,1
157,btohlidmru.mp4,FAKE,train,cyxlcuyznd.mp4,2,1,2,1,1
158,btugrnoton.mp4,FAKE,train,kgbkktcjxf.mp4,2,1,0,1,1
159,btunxncpjh.mp4,FAKE,train,mgowkzsbyx.mp4,2,1,1,1,1
160,btxlttbpkj.mp4,FAKE,train,fhghkqdkhe.mp4,4,1,1,1,1
161,bulkxhhknf.mp4,REAL,train,,4,1,2,1,1
162,bvgwelbeof.mp4,FAKE,train,mmhqllmlew.mp4,1,1,1,1,1
163,bvzjkezkms.mp4,FAKE,train,ekcrtigpab.mp4,0,1,0,0,1
164,bweezhfpzp.mp4,FAKE,train,ywvlvpvroj.mp4,3,1,1,1,1
165,bwhlgysghg.mp4,REAL,train,,1,1,1,1,1
166,bwipwzzxxu.mp4,REAL,train,,1,1,1,1,1
167,bwuwstvsbw.mp4,FAKE,train,xzvrgckqkz.mp4,1,1,2,1,1
168,bxzakyopjf.mp4,REAL,train,,2,1,1,1,1
169,bydaidkpdp.mp4,FAKE,train,gktjowiuqe.mp4,1,1,1,1,1
170,byfenovjnf.mp4,FAKE,train,gipbyjfxfp.mp4,0,0,1,1,1
171,byijojkdba.mp4,FAKE,train,liniegczcx.mp4,2,1,1,1,1
172,byofowlkki.mp4,FAKE,train,ifjktxxiln.mp4,1,1,1,1,2
173,byqzyxifza.mp4,FAKE,train,kgbkktcjxf.mp4,1,1,1,1,1
174,byunigvnay.mp4,FAKE,train,nvpluswotp.mp4,1,1,0,1,0
175,byyqectxqa.mp4,FAKE,train,fdcttsvjwf.mp4,2,1,0,1,1
176,bzmdrafeex.mp4,FAKE,train,sqwvfgwdxr.mp4,1,1,1,1,2
177,bzythlfnhq.mp4,REAL,train,,3,1,1,1,1
178,caifxvsozs.mp4,REAL,train,,4,2,1,2,2
179,caqbrkogkb.mp4,FAKE,train,vgqotmftcr.mp4,1,1,1,1,1
180,cbbibzcoih.mp4,FAKE,train,lietldeotq.mp4,3,1,1,1,1
181,cbltdtxglo.mp4,FAKE,train,svcnlasmeh.mp4,2,1,1,1,1
182,ccfoszqabv.mp4,REAL,train,,1,1,1,1,1
183,ccmonzqfrz.mp4,FAKE,train,gxhcuxulhi.mp4,2,1,1,1,1
184,cdaxixbosp.mp4,FAKE,train,itzmdwutdu.mp4,2,1,0,1,1
185,cdbsbdymzd.mp4,FAKE,train,xngpzquyhs.mp4,1,1,1,1,1
186,cdphtzqrvp.mp4,FAKE,train,ehtdtkmmli.mp4,1,1,0,1,1
187,cdyakrxkia.mp4,FAKE,train,atvmxvwyns.mp4,0,0,1,0,1
188,cepxysienc.mp4,FAKE,train,euqpvnyxrb.mp4,3,1,1,1,1
189,cettndmvzl.mp4,FAKE,train,kysxawkest.mp4,2,1,3,1,1
190,ceymbecxnj.mp4,FAKE,train,gjypopglvi.mp4,0,1,1,1,1
191,cferslmfwh.mp4,FAKE,train,fygviyzcjm.mp4,2,1,0,0,0
192,cffffbcywc.mp4,FAKE,train,ztbinwxgyu.mp4,3,1,0,0,1
193,cfxkpiweqt.mp4,REAL,train,,1,1,0,1,1
194,cfyduhpbps.mp4,FAKE,train,tfoxelmnjx.mp4,2,1,0,1,1
195,cglxirfaey.mp4,FAKE,train,qypgyrxcme.mp4,2,1,1,1,1
196,cgvrgibpfo.mp4,FAKE,train,puppdcffcj.mp4,2,1,0,1,1
197,chtapglbcj.mp4,REAL,train,,1,1,3,1,1
198,chviwxsfhg.mp4,REAL,train,,0,1,0,0,1
199,chzieimrwu.mp4,FAKE,train,topyiohccg.mp4,2,1,1,1,1
200,ciyoudyhly.mp4,REAL,train,,2,1,1,1,1
201,cizlkenljw.mp4,REAL,train,,2,1,1,1,1
202,ckbdwedgmc.mp4,FAKE,train,zrkinjhsuq.mp4,1,2,2,1,2
203,ckjaibzfxa.mp4,REAL,train,,0,1,1,1,1
204,ckkuyewywx.mp4,REAL,train,,1,1,1,1,1
205,cknyxaqouy.mp4,FAKE,train,bwipwzzxxu.mp4,1,1,0,1,1
206,cksanfsjhc.mp4,FAKE,train,atkdltyyen.mp4,2,1,0,1,1
207,clihsshdkq.mp4,FAKE,train,qzimuostzz.mp4,2,1,1,1,1
208,clrycekyst.mp4,REAL,train,,2,1,1,1,1
209,cmbzllswnl.mp4,REAL,train,,2,1,1,1,1
210,cmxcfkrjiv.mp4,FAKE,train,ztbinwxgyu.mp4,1,0,1,0,0
211,cnilkgvfei.mp4,FAKE,train,kwyvikrgmx.mp4,1,1,1,1,1
212,coadfnerlk.mp4,FAKE,train,bwipwzzxxu.mp4,2,1,0,1,1
213,cobjrlugvp.mp4,REAL,train,,2,1,1,1,1
214,covdcysmbi.mp4,FAKE,train,jomvcqqars.mp4,1,1,1,1,1
215,cpjxareypw.mp4,REAL,train,,2,1,1,1,1
216,cppdvdejkc.mp4,REAL,train,,1,0,1,1,1
217,cprhtltsjp.mp4,REAL,train,,1,1,0,1,1
218,cqfugiqupm.mp4,FAKE,train,fpvduejzcw.mp4,1,1,1,1,1
219,cqhngvpgyi.mp4,FAKE,train,tfoixxmpoo.mp4,2,1,1,1,1
220,cqrskwiqng.mp4,FAKE,train,swedbyuehz.mp4,2,1,1,1,1
221,crezycjqyk.mp4,REAL,train,,1,1,1,1,1
222,crktehraph.mp4,FAKE,train,vrsinxahfh.mp4,1,1,1,1,1
223,crzfebnfgb.mp4,FAKE,train,wgmbcqfgkp.mp4,0,0,0,1,0
224,cthdnahrkh.mp4,FAKE,train,vrsinxahfh.mp4,2,1,1,1,1
225,ctpqeykqdp.mp4,FAKE,train,iklzfeueid.mp4,1,1,1,1,1
226,cttqtsjvgn.mp4,FAKE,train,fkyrrigzpt.mp4,2,2,1,1,2
227,ctzmavwror.mp4,FAKE,train,lkdlzpkukw.mp4,0,1,0,1,1
228,curpwogllm.mp4,FAKE,train,chtapglbcj.mp4,1,1,2,1,1
229,cuzrgrbvil.mp4,FAKE,train,iiomvouemm.mp4,1,1,1,1,1
230,cvaksbpssm.mp4,FAKE,train,gdfyzwykty.mp4,2,1,1,1,1
231,cwbacdwrzo.mp4,FAKE,train,fecysfujzk.mp4,1,1,0,0,1
232,cwqlvzefpg.mp4,FAKE,train,qeumxirsme.mp4,0,0,1,0,0
233,cwrtyzndpx.mp4,FAKE,train,kgbkktcjxf.mp4,1,1,1,1,1
234,cwsbspfzck.mp4,FAKE,train,wtreibcmgm.mp4,1,1,0,1,1
235,cwwandrkus.mp4,FAKE,train,kgbkktcjxf.mp4,1,1,1,1,1
236,cxfujlvsuw.mp4,FAKE,train,qtnjyomzwo.mp4,1,1,0,1,1
237,cxrfacemmq.mp4,FAKE,train,dlpoieqvfb.mp4,2,1,1,1,1
238,cxttmymlbn.mp4,FAKE,train,qapnbtdypb.mp4,3,1,1,1,2
239,cyboodqqyr.mp4,FAKE,train,qeumxirsme.mp4,0,0,1,0,0
240,cycacemkmt.mp4,FAKE,train,atvmxvwyns.mp4,0,0,1,0,0
241,cyclgfjdrv.mp4,FAKE,train,gbqrgajyca.mp4,0,0,1,1,1
242,cyxlcuyznd.mp4,REAL,train,,1,1,1,1,1
243,czfunozvwp.mp4,FAKE,train,caifxvsozs.mp4,1,2,2,1,2
244,czkdanyadc.mp4,FAKE,train,meawmsgiti.mp4,1,1,0,1,1
245,czmqpxrqoh.mp4,FAKE,train,atvmxvwyns.mp4,0,0,1,0,0
246,dafhtipaml.mp4,FAKE,train,kdodrvufdh.mp4,1,1,0,1,1
247,dakiztgtnw.mp4,REAL,train,,2,1,1,1,1
248,dakqwktlbi.mp4,FAKE,train,atvmxvwyns.mp4,1,0,1,0,0
249,dbhoxkblzx.mp4,FAKE,train,qtnjyomzwo.mp4,1,1,0,1,1
250,dbhrpizyeq.mp4,FAKE,train,ffcwhpnpuw.mp4,2,1,1,1,1
251,dbnygxtwek.mp4,REAL,train,,1,1,1,1,1
252,dboxtiehng.mp4,FAKE,train,jjyfvzxwwx.mp4,1,1,1,1,1
253,dbtbbhakdv.mp4,REAL,train,,2,1,1,1,1
254,dbzcqmxzaj.mp4,FAKE,train,yxyhvdlrgk.mp4,1,1,0,1,1
255,dbzpcjntve.mp4,FAKE,train,ellavthztb.mp4,2,1,1,1,1
256,dcamvmuors.mp4,FAKE,train,iuzdfwsefw.mp4,3,1,0,1,1
257,dcuiiorugd.mp4,FAKE,train,wapebjxejr.mp4,0,1,0,1,0
258,ddepeddixj.mp4,REAL,train,,2,1,1,1,1
259,ddhfabwpuz.mp4,FAKE,train,luvasmspox.mp4,1,1,0,1,1
260,ddjggcasdw.mp4,FAKE,train,qtnjyomzwo.mp4,1,1,0,1,1
261,ddpvuimigj.mp4,FAKE,train,ijokcwewbs.mp4,2,1,1,1,1
262,ddqccgmtka.mp4,FAKE,train,qokxxuayqn.mp4,2,1,0,1,1
263,degpbqvcay.mp4,FAKE,train,ptokilxwcx.mp4,0,0,0,1,1
264,deywhkarol.mp4,FAKE,train,ljaifbsfuw.mp4,1,1,1,1,1
265,deyyistcrd.mp4,FAKE,train,ywvlvpvroj.mp4,2,1,1,1,1
266,dfbpceeaox.mp4,FAKE,train,bffwsjxghk.mp4,1,1,1,1,1
267,dgmevclvzy.mp4,FAKE,train,jzmdganfys.mp4,2,1,1,1,1
268,dgxrqjdomn.mp4,FAKE,train,duycddgtrl.mp4,1,1,0,1,1
269,dgzklxjmix.mp4,FAKE,train,jszyyhamrh.mp4,1,1,0,0,1
270,dhcndnuwta.mp4,REAL,train,,1,1,0,1,1
271,dhcselezer.mp4,FAKE,train,uonshkejav.mp4,1,1,0,1,1
272,dhevettufk.mp4,FAKE,train,cppdvdejkc.mp4,1,1,0,1,1
273,dhjmzhrcav.mp4,FAKE,train,tdohqkzvbk.mp4,1,1,1,1,1
274,dhkwmjxwrn.mp4,FAKE,train,ehccixxzoe.mp4,1,1,1,0,1
275,dhoqofwoxa.mp4,FAKE,train,gbqrgajyca.mp4,0,0,1,0,0
276,dhxctgyoqj.mp4,REAL,train,,2,2,0,1,2
277,diomeixhrg.mp4,FAKE,train,gneufaypol.mp4,2,1,1,1,1
278,diopzaywor.mp4,FAKE,train,fgfyrfyqay.mp4,0,0,0,0,1
279,diqraixiov.mp4,FAKE,train,gmihbscmwq.mp4,1,2,0,1,1
280,diuzrpqjli.mp4,FAKE,train,smggzgxymo.mp4,2,1,0,1,0
281,djvtbgwdcc.mp4,FAKE,train,jljpdojupu.mp4,1,1,2,1,1
282,djvutyvaio.mp4,FAKE,train,zhfyuhonra.mp4,0,0,1,0,0
283,djxdyjopjd.mp4,REAL,train,,1,1,2,1,1
284,dkdwxmtpuo.mp4,FAKE,train,mmhqllmlew.mp4,1,1,0,1,1
285,dkhlttuvmx.mp4,FAKE,train,qeumxirsme.mp4,0,0,1,0,0
286,dkrvorliqc.mp4,FAKE,train,hcswybumab.mp4,1,1,1,1,1
287,dkuayagnmc.mp4,REAL,train,,2,1,2,1,1
288,dkwjwbwgey.mp4,FAKE,train,rfzzrftgco.mp4,1,1,1,1,1
289,dkzvdrzcnr.mp4,REAL,train,,2,1,1,1,1
290,dlpoieqvfb.mp4,REAL,train,,1,1,1,1,1
291,dlrsbscitn.mp4,FAKE,train,ztbinwxgyu.mp4,1,0,1,0,0
292,dnexlwbcxq.mp4,FAKE,train,ezaajaswoe.mp4,1,1,1,1,1
293,dnhvalzvrt.mp4,FAKE,train,tamayudqqx.mp4,1,1,0,1,1
294,dntkzzzcdh.mp4,FAKE,train,gnyspcpbhd.mp4,1,1,0,1,1
295,dnyvfblxpm.mp4,FAKE,train,eckvhdusax.mp4,2,1,0,1,1
296,doanjploai.mp4,FAKE,train,fkqptfouqw.mp4,1,1,1,1,1
297,dofusvhnib.mp4,FAKE,train,xnfwdpptym.mp4,1,1,0,1,1
298,dozyddhild.mp4,FAKE,train,ngdswpaqnt.mp4,2,1,1,1,1
299,dptbnjnkdg.mp4,FAKE,train,kkzsnmrkqk.mp4,2,1,1,1,1
300,dptrzdvwpg.mp4,FAKE,train,iiomvouemm.mp4,1,1,1,1,1
301,dqnyszdong.mp4,FAKE,train,qeumxirsme.mp4,0,0,1,0,1
302,dqppxmoqdl.mp4,FAKE,train,zrkinjhsuq.mp4,2,1,0,0,1
303,dqqtjcryjv.mp4,FAKE,train,iyefnuagav.mp4,1,1,1,1,1
304,dqswpjoepo.mp4,FAKE,train,kydlpqfrvv.mp4,1,1,1,1,1
305,dqzreruvje.mp4,FAKE,train,rlldzrnmdn.mp4,2,1,1,1,1
306,drcyabprvt.mp4,REAL,train,,2,1,1,1,1
307,drgjzlxzxj.mp4,FAKE,train,yagllixjvh.mp4,1,1,1,1,1
308,drsakwyvqv.mp4,FAKE,train,jomvcqqars.mp4,1,1,1,1,1
309,drtbksnpol.mp4,FAKE,train,dzyuwjkjui.mp4,0,1,1,1,1
310,dsdoseflas.mp4,FAKE,train,dzyuwjkjui.mp4,0,1,0,1,1
311,dsgpbgsrdm.mp4,FAKE,train,nlerwupaqr.mp4,1,1,0,1,1
312,dsjbknkujw.mp4,REAL,train,,2,1,1,1,1
313,dsndhujjjb.mp4,FAKE,train,ohnonevlro.mp4,1,1,1,1,1
314,dtbpmdqvao.mp4,FAKE,train,gjypopglvi.mp4,0,1,1,1,1
315,dtocdfbwca.mp4,FAKE,train,dakiztgtnw.mp4,3,1,0,1,1
316,dubiroskqn.mp4,FAKE,train,gzyzdcbuuv.mp4,0,1,0,1,1
317,dulanfulol.mp4,FAKE,train,iieoqptzec.mp4,1,1,0,1,1
318,duvyaxbzvp.mp4,FAKE,train,fgfyrfyqay.mp4,1,1,0,1,1
319,duycddgtrl.mp4,REAL,train,,1,1,0,1,1
320,duzuusuajr.mp4,FAKE,train,fgfyrfyqay.mp4,1,1,0,1,1
321,dvakowbgbt.mp4,FAKE,train,slwkmefgde.mp4,1,1,0,0,1
322,dvumqqhoac.mp4,FAKE,train,kuelhabsmz.mp4,0,1,0,1,0
323,dwediigjit.mp4,FAKE,train,tmdformfqp.mp4,2,1,1,1,1
324,dxbqjxrhin.mp4,REAL,train,,2,1,0,1,1
325,dxuliowugt.mp4,FAKE,train,imzqmbfugn.mp4,1,2,2,1,2
326,dxuplhwvig.mp4,FAKE,train,yoavqsqobz.mp4,2,1,1,1,1
